"pwsid","a_int.dwater","pw_ext_pop.disability"
"MI0040554",0,34
"MI0040561",0,30
"MI0040563",0,9
"MI0040566",1,1
"MI0040574",0,10
"MI0040576",1,10
"MI0040577",1,8
"MI0040580",0,38
"MI0040585",30,44
"MI0040586",0,176
"MI0040587",NA,40
"MI0040591",1,5
"MI0040592",0,7
"MI0040594",0,60
"MI0040598",0,12
"MI0040599",0,80
"MI0040600",1,210
"MI0040601",0,95
"MI0040603",0,13
"MI0040606",0,2
"MI0040609",0,6
"MI0040612",0,172
"MI0040614",0,100
"MI0040615",1,31
"MI0040616",0,46
"MI0040617",0,46
"MI0040619",1,146
"MI0040620",0,10
"MI0040637",0,8
"MI0040639",0,40
"MI0040640",0,6
"MI0040643",0,132
"MI0040644",0,6
"MI0040647",0,76
"MI0040649",0,48
"MI0040650",0,30
"MI0040653",1,100
"MI0040654",NA,196
"MI0040655",0,9
"MI0040656",1,54
"MI0040657",0,147
"MI0040658",0,54
"MI0040660",0,109
"MI0040662",0,73
"MI0040663",0,1
"MI0040664",0,6
"MI0040665",0,121
"MI0040668",0,3
"MI0040669",0,146
"MI0040670",NA,50
"MI0040671",0,54
"MI0040672",8,45
"MI0040673",0,91
"MI0040675",0,17
"MI0040678",0,36
"MI0040679",NA,122
"MI0040680",0,1
"MI0040681",1,9
"MI0060238",NA,38
"MI0060675",0,2
"MI0061700",0,8
"MI0062653",0,2
"MI0062658",NA,39
"MI0062841",0,24
"MI0062942",NA,6
"MI0063635",1,169
"MI0063865",1,0
"MI0064067",0,11
"MI0064070",NA,14
"MI0064934",NA,10
"MI0066355",0,153
"MI0066695",NA,79
"MI0067101",0,80
"055294101",0,10
"055294202",0,5
"055294204",0,7
"055294205",0,0
"055294214",NA,1
"055294301",NA,50
"055294401",1,18
"055294402",0,4
"055294404",0,38
"055294501",0,1
"055294502",0,26
"055294503",0,38
"055294602",0,195
"055294603",0,5
"055294701",0,21
"055294702",0,7
"055294704",0,18
"055294804",0,5
"055294902",0,8
"055295011",0,2
"MN1010001",NA,391
"MN1010002",0,NA
"MN1010011",0,108
"MN1010013",0,28
"MN1010016",0,44
"MN1010019",0,NA
"MN1020001",NA,2495
"MN1020002",0,58
"MN1020005",0,15
"MN1020006",NA,5536
"MN1020007",0,63
"MN1020010",0,113
"MN1020011",0,13
"MN1020013",0,291
"MN1020014",0,3
"MN1020015",0,24
"MN1020016",0,2485
"MN1020017",NA,7564
"MN1020023",NA,917
"MN1020024",0,52
"MN1020025",4,18
"MN1020028",NA,502
"MN1020029",0,1182
"MN1020030",0,NA
"MN1020031",NA,2895
"MN1020032",4,212
"MN1020033",0,62
"MN1020034",NA,1412
"MN1020035",NA,1027
"MN1020036",NA,296
"MN1020037",0,NA
"MN1020038",0,NA
"MN1020040",NA,NA
"MN1020041",0,NA
"MN1020042",NA,27
"MN1020043",NA,10
"MN1020044",NA,15
"MN1030001",10,62
"MN1030003",0,10
"MN1030004",0,35
"MN1030005",NA,1506
"MN1030006",80,NA
"MN1030010",1,4
"MN1030014",0,144
"MN1030016",NA,100
"MN1030022",1,2
"MN1030025",0,35
"MN1040001",0,NA
"MN1040002",NA,1996
"MN1040007",0,NA
"MN1040009",0,8
"MN1040014",0,101
"MN1040017",0,28
"MN1040024",0,3
"MN1040026",0,NA
"MN1040027",0,NA
"MN1040030",0,3
"MN1040031",0,6
"MN1040032",NA,NA
"MN1040033",0,NA
"MN1040034",0,1
"MN1040035",0,NA
"MN1040036",NA,NA
"MN1040038",0,3
"MN1050001",NA,281
"MN1050002",0,81
"MN1050003",0,17
"MN1050004",0,1369
"MN1050005",0,24
"MN1050009",0,3
"MN1050010",0,1
"MN1050011",0,3
"MN1060002",0,26
"MN1060003",0,43
"MN1060004",0,2
"MN1060005",0,68
"MN1060006",0,2
"MN1060007",0,10
"MN1060008",0,229
"MN1060009",0,NA
"MN1060010",0,0
"MN1070001",5,54
"MN1070002",0,270
"MN1070005",0,41
"MN1070006",NA,245
"MN1070007",0,104
"MN1070009",0,4143
"MN1070012",0,NA
"MN1070013",0,126
"MN1070015",0,18
"MN1070016",0,2
"MN1070017",0,51
"MN1070018",0,27
"MN1070019",0,32
"MN1070022",0,NA
"MN1070024",0,0
"MN1070025",0,NA
"MN1070026",0,32
"MN1080001",0,39
"MN1080002",0,22
"MN1080003",NA,1487
"MN1080004",NA,NA
"MN1080005",0,279
"MN1080008",0,266
"MN1080009",0,8
"MN1080010",0,3
"MN1090001",2,56
"MN1090003",NA,92
"MN1090005",NA,1407
"MN1090007",0,8
"MN1090008",0,13
"MN1090009",NA,238
"MN1090010",3,153
"MN1090011",0,147
"MN1090013",0,25
"MN1100001",NA,1331
"MN1100002",0,2378
"MN1100004",0,171
"MN1100005",0,62
"MN1100006",NA,137
"MN1100007",0,26
"MN1100009",0,578
"MN1100010",0,1175
"MN1100012",0,430
"MN1100015",0,17
"MN1100017",0,166
"MN1100019",0,369
"MN1110002",0,31
"MN1110006",0,124
"MN1110008",0,32
"MN1110011",0,29
"MN1110013",0,159
"MN1110019",NA,125
"MN1110030",0,57
"MN1110033",0,2
"MN1110034",NA,5
"MN1110035",0,3
"MN1111112",0,NA
"MN1120001",NA,151
"MN1120002",0,31
"MN1120003",0,48
"MN1120004",0,963
"MN1120006",0,21
"MN1130001",0,68
"MN1130002",0,NA
"MN1130003",0,318
"MN1130005",0,12
"MN1130006",0,NA
"MN1130007",0,406
"MN1130008",0,3
"MN1130010",0,3
"MN1130011",NA,656
"MN1130013",0,235
"MN1130014",0,91
"MN1130016",0,152
"MN1130017",0,138
"MN1130018",0,300
"MN1130019",1,7
"MN1130020",1,3
"MN1130021",NA,NA
"MN1130023",0,15
"MN1130024",0,NA
"MN1140001",NA,196
"MN1140002",0,6
"MN1140003",NA,551
"MN1140005",0,101
"MN1140006",0,233
"MN1140007",0,10
"MN1140008",NA,5219
"MN1140010",0,50
"MN1140011",0,51
"MN1140012",0,13
"MN1140014",0,5
"MN1140016",0,2
"MN1140020",0,34
"MN1150001",0,180
"MN1150003",0,72
"MN1150005",0,47
"MN1160001",0,138
"MN1160006",0,3
"MN1170002",0,36
"MN1170003",0,183
"MN1170004",0,20
"MN1170005",0,77
"MN1170006",0,699
"MN1170008",0,16
"MN1170009",NA,168
"MN1170010",0,4
"MN1170011",0,NA
"MN1180002",0,2344
"MN1180003",0,NA
"MN1180005",0,NA
"MN1180008",0,502
"MN1180011",0,27
"MN1180012",0,86
"MN1180016",0,4
"MN1180017",0,112
"MN1180019",0,144
"MN1180025",0,13
"MN1180026",0,9
"MN1180027",0,826
"MN1180028",0,4
"MN1180030",0,10
"MN1180034",0,NA
"MN1180035",0,NA
"MN1180036",NA,NA
"MN1180038",NA,NA
"MN1180040",0,1
"MN1180041",0,8
"MN1180042",0,NA
"MN1180045",0,3
"MN1180050",0,NA
"MN1190001",0,4692
"MN1190002",NA,7260
"MN1190007",NA,5521
"MN1190008",0,1422
"MN1190009",0,122
"MN1190010",0,44
"MN1190011",0,5
"MN1190012",NA,2572
"MN1190013",0,1
"MN1190014",NA,3007
"MN1190015",NA,3980
"MN1190016",0,43
"MN1190019",NA,1847
"MN1190020",NA,3208
"MN1190021",5,7
"MN1190022",0,NA
"MN1190025",0,30
"MN1190027",9,64
"MN1190028",0,17
"MN1190031",0,NA
"MN1200001",2,46
"MN1200002",NA,324
"MN1200004",0,129
"MN1200005",NA,526
"MN1200006",NA,56
"MN1200007",0,79
"MN1210001",NA,1680
"MN1210002",0,4
"MN1210009",0,60
"MN1210010",0,36
"MN1210013",0,78
"MN1210017",0,30
"MN1210020",NA,188
"MN1210021",0,25
"MN1210023",0,4
"MN1210024",NA,0
"MN1210027",0,3
"MN1210028",0,4
"MN1220001",0,240
"MN1220002",0,55
"MN1220003",0,15
"MN1220004",0,50
"MN1220005",0,17
"MN1220007",0,21
"MN1220008",0,76
"MN1220009",0,6
"MN1220010",0,335
"MN1220011",0,221
"MN1220012",0,1
"MN1220013",0,55
"MN1230001",0,20
"MN1230002",0,199
"MN1230003",0,25
"MN1230004",NA,NA
"MN1230005",0,99
"MN1230006",0,63
"MN1230007",NA,73
"MN1230008",0,32
"MN1230009",0,11
"MN1230010",0,124
"MN1230011",0,113
"MN1230012",0,274
"MN1230013",0,31
"MN1230014",0,11
"MN1240001",0,2577
"MN1240004",0,55
"MN1240005",0,53
"MN1240006",0,15
"MN1240007",0,22
"MN1240008",0,25
"MN1240009",0,43
"MN1240010",5,55
"MN1240011",0,35
"MN1240012",5,20
"MN1240013",0,31
"MN1240014",0,6
"MN1240015",0,2
"MN1240016",0,9
"MN1240019",0,29
"MN1250001",NA,366
"MN1250002",0,NA
"MN1250003",0,2
"MN1250005",0,68
"MN1250006",0,8
"MN1250007",NA,173
"MN1250012",0,215
"MN1250013",0,1351
"MN1250017",0,0
"MN1250018",0,93
"MN1250020",0,277
"MN1250021",0,5
"MN1250022",3,6
"MN1260001",0,51
"MN1260002",0,39
"MN1260003",0,170
"MN1260005",0,48
"MN1260006",0,76
"MN1260007",0,6
"MN1260008",0,13
"MN1270001",NA,10461
"MN1270004",NA,3568
"MN1270005",NA,7694
"MN1270006",0,1520
"MN1270008",0,2200
"MN1270010",NA,2516
"MN1270011",NA,4937
"MN1270012",0,186
"MN1270013",0,116
"MN1270014",0,2424
"MN1270015",0,15
"MN1270016",0,2912
"MN1270018",NA,166
"MN1270019",0,42
"MN1270020",NA,4774
"MN1270021",NA,173
"MN1270023",NA,232
"MN1270024",NA,47337
"MN1270025",0,8
"MN1270026",0,80
"MN1270031",0,4868
"MN1270034",0,78
"MN1270036",NA,126
"MN1270038",NA,799
"MN1270040",NA,3180
"MN1270041",NA,241
"MN1270042",NA,366
"MN1270044",NA,6616
"MN1270045",NA,3386
"MN1270046",0,2072
"MN1270047",NA,866
"MN1270048",NA,1093
"MN1270049",NA,172
"MN1270050",0,5033
"MN1270051",NA,294
"MN1270053",0,252
"MN1270054",NA,592
"MN1270061",0,40
"MN1270062",0,NA
"MN1270066",0,NA
"MN1270073",NA,331
"MN1270074",0,12
"MN1270075",NA,51
"MN1270076",0,2
"MN1280002",0,335
"MN1280003",0,10
"MN1280004",NA,54
"MN1280005",0,95
"MN1280007",NA,519
"MN1280010",0,126
"MN1290001",0,62
"MN1290003",NA,766
"MN1290008",0,NA
"MN1290010",0,50
"MN1290011",0,NA
"MN1290012",0,15
"MN1290013",0,NA
"MN1300001",NA,173
"MN1300002",0,1388
"MN1300003",0,27
"MN1300005",0,657
"MN1300006",0,15
"MN1310001",0,48
"MN1310003",0,128
"MN1310004",0,54
"MN1310006",0,195
"MN1310007",NA,159
"MN1310010",0,NA
"MN1310011",0,1529
"MN1310013",0,7
"MN1310015",0,NA
"MN1310017",0,NA
"MN1310021",NA,205
"MN1310023",0,92
"MN1310024",NA,177
"MN1310028",0,37
"MN1310029",NA,NA
"MN1310035",0,90
"MN1310038",0,93
"MN1320001",0,10
"MN1320002",0,84
"MN1320003",0,470
"MN1320004",NA,217
"MN1320005",0,22
"MN1320006",0,4
"MN1330001",NA,624
"MN1330004",0,42
"MN1330005",0,3
"MN1340001",0,111
"MN1340002",3,8
"MN1340003",0,76
"MN1340004",NA,24
"MN1340005",0,116
"MN1340006",0,45
"MN1340007",0,42
"MN1340008",NA,42
"MN1340009",3,1
"MN1340010",0,133
"MN1340015",0,13
"MN1340016",0,2827
"MN1340019",0,NA
"MN1340020",3,1
"MN1340021",0,45
"MN1350001",0,85
"MN1350002",0,77
"MN1350003",0,16
"MN1350004",0,21
"MN1350005",0,25
"MN1360001",NA,26
"MN1360002",0,981
"MN1360004",1,76
"MN1360005",0,26
"MN1360006",0,97
"MN1370001",1,15
"MN1370002",0,13
"MN1370003",0,190
"MN1370004",NA,306
"MN1370005",NA,14
"MN1370006",1,5
"MN1380001",2,12
"MN1380003",2,131
"MN1380005",NA,616
"MN1390001",0,125
"MN1390002",0,3
"MN1400001",0,73
"MN1400003",5,79
"MN1400005",0,49
"MN1400006",0,NA
"MN1400007",0,12
"MN1400008",0,224
"MN1400010",NA,455
"MN1400012",0,231
"MN1400013",NA,758
"MN1400015",0,181
"MN1400019",0,2
"MN1410001",0,71
"MN1410002",0,73
"MN1410003",0,57
"MN1410004",0,119
"MN1410005",0,4
"MN1410006",0,10
"MN1410007",NA,1013
"MN1420001",0,62
"MN1420002",NA,120
"MN1420003",0,2
"MN1420004",0,28
"MN1420005",0,21
"MN1420006",NA,1691
"MN1420007",NA,112
"MN1420008",0,37
"MN1420009",0,12
"MN1420010",0,295
"MN1420011",0,14
"MN1420012",0,4
"MN1430001",0,13
"MN1430002",0,89
"MN1430003",0,823
"MN1430004",0,2095
"MN1430005",0,3
"MN1430006",0,165
"MN1430007",0,22
"MN1430008",0,91
"MN1430009",NA,51
"MN1430010",0,208
"MN1440001",0,10
"MN1440002",0,237
"MN1440004",0,57
"MN1450001",0,53
"MN1450002",0,53
"MN1450003",0,12
"MN1450004",0,68
"MN1450005",NA,175
"MN1450006",0,35
"MN1450007",0,25
"MN1450008",0,21
"MN1450009",0,56
"MN1450010",0,6
"MN1450011",0,9
"MN1450012",0,184
"MN1450013",0,6
"MN1460001",0,35
"MN1460002",0,18
"MN1460003",0,1401
"MN1460004",5,46
"MN1460006",0,35
"MN1460007",0,152
"MN1460009",NA,93
"MN1460010",0,148
"MN1460011",0,95
"MN1470002",0,17
"MN1470003",NA,118
"MN1470007",0,74
"MN1470008",0,1024
"MN1470010",0,92
"MN1470011",0,48
"MN1470012",0,79
"MN1480001",NA,154
"MN1480002",0,369
"MN1480003",NA,162
"MN1480004",0,8
"MN1480008",0,499
"MN1480011",NA,6
"MN1480014",0,30
"MN1480016",0,6
"MN1480017",6,14
"MN1490001",0,16
"MN1490002",0,1352
"MN1490003",NA,38
"MN1490004",NA,133
"MN1490005",NA,50
"MN1490006",NA,87
"MN1490007",0,30
"MN1490008",0,28
"MN1490009",1,24
"MN1500001",0,81
"MN1500002",0,2971
"MN1500003",0,NA
"MN1500006",0,6
"MN1500007",0,11
"MN1500008",0,110
"MN1500009",0,115
"MN1500011",0,48
"MN1500012",0,39
"MN1500013",0,18
"MN1500014",0,35
"MN1500015",0,4
"MN1500016",0,11
"MN1500017",0,59
"MN1500021",0,NA
"MN1500022",0,5
"MN1500023",0,4
"MN1510001",0,11
"MN1510002",1,19
"MN1510003",0,17
"MN1510005",0,148
"MN1510006",0,7
"MN1510007",0,14
"MN1510008",1,25
"MN1510009",0,272
"MN1510010",0,8
"MN1520001",NA,39
"MN1520002",5,36
"MN1520004",0,110
"MN1520005",0,1376
"MN1520006",0,1774
"MN1520007",NA,NA
"MN1530001",0,140
"MN1530002",0,16
"MN1530003",0,42
"MN1530004",0,4
"MN1530005",10,45
"MN1530006",0,24
"MN1530007",0,24
"MN1530008",0,32
"MN1530009",0,38
"MN1530010",0,35
"MN1530011",0,1838
"MN1530012",1,6
"MN1540001",0,258
"MN1540002",0,14
"MN1540003",0,62
"MN1540004",4,33
"MN1540006",4,10
"MN1540007",0,21
"MN1540008",0,95
"MN1540010",0,31
"MN1540011",0,NA
"MN1550001",0,504
"MN1550002",0,NA
"MN1550003",0,NA
"MN1550004",0,47
"MN1550005",0,NA
"MN1550006",0,136
"MN1550008",0,NA
"MN1550009",0,3
"MN1550010",NA,11609
"MN1550016",0,NA
"MN1550020",0,10
"MN1550026",0,452
"MN1550029",0,NA
"MN1550031",0,NA
"MN1550035",0,41
"MN1550036",0,49
"MN1560001",0,76
"MN1560004",0,1
"MN1560007",0,20
"MN1560008",0,24
"MN1560014",NA,2503
"MN1560016",0,104
"MN1560017",0,105
"MN1560018",0,111
"MN1560019",NA,191
"MN1560023",0,653
"MN1560026",NA,40
"MN1560028",15,14
"MN1560029",0,17
"MN1560030",45,0
"MN1560032",NA,35
"MN1560035",NA,NA
"MN1570001",0,11
"MN1570002",0,24
"MN1570003",0,1308
"MN1570004",0,2
"MN1570005",0,2
"MN1570006",NA,8
"MN1580001",0,67
"MN1580002",0,17
"MN1580004",0,2
"MN1580005",NA,248
"MN1580006",0,2
"MN1580008",NA,507
"MN1580010",0,156
"MN1580012",NA,200
"MN1580014",0,23
"MN1580016",0,7
"MN1580017",5,20
"MN1580019",0,23
"MN1580020",0,16
"MN1580021",0,42
"MN1580023",0,NA
"MN1590001",0,89
"MN1590003",0,6
"MN1590004",0,55
"MN1590005",0,714
"MN1590007",0,20
"MN1590008",0,7
"MN1590009",0,6
"MN1590010",0,16
"MN1590011",0,3
"MN1590012",0,NA
"MN1600001",1,13
"MN1600002",NA,938
"MN1600004",0,1128
"MN1600005",0,39
"MN1600008",NA,76
"MN1600009",1,35
"MN1600010",0,159
"MN1600011",0,54
"MN1600012",1,4
"MN1600013",0,18
"MN1600014",1,3
"MN1610001",0,32
"MN1610003",NA,279
"MN1610007",0,34
"MN1610008",0,157
"MN1610009",0,3
"MN1610010",NA,NA
"MN1620001",NA,942
"MN1620005",5,1357
"MN1620008",NA,1300
"MN1620009",NA,2451
"MN1620011",0,1978
"MN1620013",NA,4507
"MN1620016",5,27
"MN1620017",2,26
"MN1620018",5,47
"MN1620019",5,14
"MN1620020",NA,2862
"MN1620021",0,45
"MN1620024",NA,3128
"MN1620025",NA,899
"MN1620026",NA,47415
"MN1620030",1,985
"MN1630001",0,51
"MN1630002",0,18
"MN1630003",0,154
"MN1640001",0,19
"MN1640002",0,14
"MN1640003",0,91
"MN1640004",0,16
"MN1640005",0,20
"MN1640006",0,95
"MN1640008",0,560
"MN1640010",0,7
"MN1640011",0,31
"MN1640012",0,25
"MN1640013",0,75
"MN1640014",0,60
"MN1640015",0,4
"MN1640018",0,7
"MN1650001",NA,119
"MN1650003",0,77
"MN1650004",15,48
"MN1650005",1,137
"MN1650006",0,50
"MN1650009",0,116
"MN1650010",1,34
"MN1650011",1,265
"MN1650012",NA,99
"MN1650013",0,61
"MN1660002",NA,2517
"MN1660004",0,NA
"MN1660005",0,147
"MN1660006",0,336
"MN1660007",0,68
"MN1660008",1,1
"MN1660009",0,17
"MN1660010",NA,1564
"MN1660011",0,3
"MN1660013",NA,109
"MN1660015",0,132
"MN1660017",0,2
"MN1660022",32,11
"MN1670001",0,23
"MN1670002",1,9
"MN1670003",0,98
"MN1670004",0,504
"MN1670005",0,22
"MN1670006",0,21
"MN1670007",0,96
"MN1670008",1,2
"MN1680001",0,35
"MN1680002",NA,50
"MN1680003",2,268
"MN1680004",19,3
"MN1680006",NA,195
"MN1680008",1,40
"MN1680009",0,3
"MN1680011",0,34
"MN1680013",0,NA
"MN1680014",NA,3
"MN1680015",1,11
"MN1680017",1,7
"MN1690001",NA,18
"MN1690002",0,481
"MN1690003",NA,184
"MN1690004",0,100
"MN1690006",0,144
"MN1690007",NA,853
"MN1690008",NA,4
"MN1690009",NA,56
"MN1690011",0,10747
"MN1690014",NA,385
"MN1690018",NA,628
"MN1690020",0,331
"MN1690022",NA,2131
"MN1690028",0,286
"MN1690029",NA,17
"MN1690031",0,18
"MN1690033",0,10
"MN1690034",0,9
"MN1690035",NA,302
"MN1690038",0,5
"MN1690042",0,397
"MN1690043",NA,519
"MN1690045",0,50
"MN1690046",NA,1398
"MN1690048",0,67
"MN1690049",NA,73
"MN1690051",0,27
"MN1690057",NA,14
"MN1690058",NA,35
"MN1690060",0,NA
"MN1700001",NA,600
"MN1700003",0,366
"MN1700005",0,NA
"MN1700007",NA,2307
"MN1700008",NA,2244
"MN1700009",0,3613
"MN1700010",0,NA
"MN1700011",0,NA
"MN1700012",0,7
"MN1700015",NA,26
"MN1700016",0,NA
"MN1700021",0,NA
"MN1700024",0,NA
"MN1700025",0,NA
"MN1700026",NA,1
"MN1700027",0,NA
"MN1700029",NA,200
"MN1710002",0,889
"MN1710004",NA,1531
"MN1710005",1,8
"MN1710006",0,315
"MN1710008",0,263
"MN1710009",0,40
"MN1710013",0,12
"MN1710014",0,0
"MN1710015",0,NA
"MN1720001",0,257
"MN1720002",NA,206
"MN1720004",0,146
"MN1720005",0,33
"MN1720006",0,92
"MN1720007",0,33
"MN1720008",NA,217
"MN1720009",45,NA
"MN1730001",0,288
"MN1730002",NA,156
"MN1730004",0,60
"MN1730005",NA,54
"MN1730006",0,371
"MN1730009",0,160
"MN1730012",0,4
"MN1730013",0,39
"MN1730014",0,58
"MN1730015",0,66
"MN1730016",0,344
"MN1730017",0,30
"MN1730018",0,251
"MN1730022",0,123
"MN1730026",NA,33
"MN1730027",NA,8131
"MN1730028",0,NA
"MN1730030",0,49
"MN1730033",NA,652
"MN1730034",0,140
"MN1730035",0,11
"MN1730036",0,1671
"MN1730037",0,646
"MN1730038",0,3
"MN1730039",0,1259
"MN1730043",0,5
"MN1730051",NA,NA
"MN1730052",0,2
"MN1730053",1,NA
"MN1730059",NA,NA
"MN1730060",0,NA
"MN1730061",0,NA
"MN1730063",NA,164
"MN1740001",NA,219
"MN1740003",7,74
"MN1740004",12,1
"MN1740005",0,118
"MN1740006",0,22
"MN1740007",NA,2860
"MN1740008",12,2
"MN1750001",0,14
"MN1750002",0,59
"MN1750003",0,30
"MN1750004",0,87
"MN1750005",0,447
"MN1760001",0,211
"MN1760004",0,11
"MN1760005",0,8
"MN1760006",0,101
"MN1760007",0,43
"MN1760008",NA,633
"MN1770001",0,54
"MN1770002",0,87
"MN1770003",NA,62
"MN1770004",0,40
"MN1770005",0,32
"MN1770007",0,499
"MN1770011",NA,435
"MN1770015",0,22
"MN1780001",0,59
"MN1780002",0,7
"MN1780003",0,4
"MN1780004",0,207
"MN1790001",0,82
"MN1790002",0,13
"MN1790003",0,48
"MN1790004",0,635
"MN1790009",0,63
"MN1790010",0,12
"MN1790012",0,334
"MN1790013",NA,422
"MN1790015",0,7
"MN1790016",0,NA
"MN1800001",NA,80
"MN1800002",0,62
"MN1800003",0,55
"MN1800004",NA,734
"MN1800005",NA,NA
"MN1810001",0,200
"MN1810002",NA,108
"MN1810003",0,18
"MN1810004",NA,1008
"MN1820001",NA,263
"MN1820002",0,0
"MN1820003",0,80
"MN1820004",NA,3215
"MN1820005",NA,1195
"MN1820006",0,17
"MN1820007",NA,822
"MN1820008",0,25
"MN1820009",NA,470
"MN1820010",0,125
"MN1820013",NA,883
"MN1820014",NA,483
"MN1820016",NA,2594
"MN1820018",0,691
"MN1820019",0,NA
"MN1820020",NA,607
"MN1820021",NA,NA
"MN1820022",0,69
"MN1820024",0,1901
"MN1820025",NA,5555
"MN1820026",0,0
"MN1820028",NA,4
"MN1820029",NA,308
"MN1820030",0,9
"MN1820033",0,NA
"MN1820034",0,NA
"MN1820035",0,4
"MN1820036",NA,NA
"MN1820038",0,NA
"MN1830001",0,81
"MN1830002",0,7
"MN1830003",0,25
"MN1830004",0,208
"MN1830005",0,10
"MN1830006",0,598
"MN1830008",0,10
"MN1830009",0,6
"MN1840002",0,595
"MN1840003",0,12
"MN1840004",0,3
"MN1840006",0,38
"MN1840007",0,10
"MN1850001",0,1
"MN1850003",0,2
"MN1850005",0,NA
"MN1850006",0,170
"MN1850008",0,49
"MN1850009",0,328
"MN1850011",0,26
"MN1850012",0,461
"MN1850013",NA,2904
"MN1850017",0,45
"MN1850018",0,21
"MN1850020",0,32
"MN1860002",NA,333
"MN1860003",0,1
"MN1860005",NA,1984
"MN1860006",0,263
"MN1860007",NA,465
"MN1860010",0,229
"MN1860011",NA,155
"MN1860012",0,1536
"MN1860013",0,106
"MN1860015",0,NA
"MN1860016",0,222
"MN1860017",0,21
"MN1860018",0,431
"MN1860019",0,143
"MN1860021",0,16
"MN1860024",NA,1377
"MN1860025",0,140
"MN1860026",NA,565
"MN1870001",0,262
"MN1870002",0,100
"MN1870003",0,26
"MN1870004",0,272
"MN1870005",0,26
"MN1870006",0,13
"MN1870007",0,10
"MN1870008",1,34
"MN1870011",0,6
"MO1010001",0,243
"MO1010006",0,302
"MO1010009",0,63
"MO1010010",0,38
"MO1010014",5,22
"MO1010024",NA,162
"MO1010046",0,23
"MO1010049",0,19
"MO1010061",0,4312
"MO1010068",0,479
"MO1010070",0,42
"MO1010076",0,13
"MO1010080",NA,5145
"MO1010084",1,22
"MO1010098",1,115
"MO1010099",0,36
"MO1010113",NA,480
"MO1010117",NA,69
"MO1010118",NA,907
"MO1010122",0,60
"MO1010123",0,77
"MO1010131",0,869
"MO1010150",0,27
"MO1010161",0,51
"MO1010167",1,36
"MO1010173",0,23
"MO1010174",9,94
"MO1010177",NA,1467
"MO1010179",0,29
"MO1010182",0,20
"MO1010184",0,333
"MO1010191",0,20
"MO1010193",0,39
"MO1010204",0,84
"MO1010205",0,82
"MO1010225",1,136
"MO1010233",0,37
"MO1010234",0,20
"MO1010237",0,107
"MO1010249",0,17
"MO1010254",2,8
"MO1010261",0,1261
"MO1010265",0,122
"MO1010277",5,22
"MO1010292",1,59
"MO1010299",0,221
"MO1010301",NA,167
"MO1010306",0,84
"MO1010307",0,4309
"MO1010318",0,246
"MO1010319",0,23
"MO1010320",0,1817
"MO1010324",1,157
"MO1010342",NA,204
"MO1010346",0,47
"MO1010349",0,1513
"MO1010358",0,22
"MO1010363",0,997
"MO1010371",NA,246
"MO1010378",0,65
"MO1010388",4,46
"MO1010399",NA,19108
"MO1010405",0,14
"MO1010406",0,75
"MO1010415",NA,63143
"MO1010416",0,815
"MO1010425",0,107
"MO1010426",0,3
"MO1010427",0,27
"MO1010432",NA,267
"MO1010445",0,145
"MO1010453",NA,336
"MO1010454",NA,391
"MO1010459",NA,8696
"MO1010460",NA,94
"MO1010464",0,906
"MO1010466",0,3683
"MO1010489",0,52
"MO1010508",NA,1239
"MO1010510",0,160
"MO1010511",0,32
"MO1010532",0,41
"MO1010541",0,106
"MO1010546",10,9
"MO1010548",0,170
"MO1010567",0,41
"MO1010580",0,1048
"MO1010589",0,1180
"MO1010599",0,548
"MO1010605",0,179
"MO1010607",0,62
"MO1010609",0,57
"MO1010625",NA,2922
"MO1010627",0,21
"MO1010632",0,36
"MO1010633",NA,1048
"MO1010646",0,582
"MO1010648",NA,308
"MO1010649",NA,1329
"MO1010653",0,97
"MO1010673",2,51
"MO1010675",NA,2885
"MO1010676",0,1888
"MO1010682",NA,227
"MO1010685",0,1005
"MO1010688",0,84
"MO1010696",0,106
"MO1010698",0,20
"MO1010714",NA,13109
"MO1010724",0,642
"MO1010739",0,30
"MO1010742",0,3
"MO1010744",0,38
"MO1010748",NA,512
"MO1010755",NA,150
"MO1010757",1,11
"MO1010762",NA,105
"MO1010773",0,536
"MO1010786",0,279
"MO1010795",0,29
"MO1010802",0,58
"MO1010808",0,65
"MO1010833",0,2601
"MO1010839",NA,99
"MO1010842",0,322
"MO1010846",NA,157
"MO1010850",0,22
"MO1010851",NA,268
"MO1010865",0,672
"MO1010871",0,80
"MO1010880",0,94
"MO1010940",0,5
"MO1010980",NA,86
"MO1011067",10,8
"MO1011181",0,51
"MO1011182",1,6
"MO1011643",1,37
"MO1020869",NA,666
"MO1021071",NA,37
"MO1021080",NA,355
"MO1021082",NA,260
"MO1021098",NA,214
"MO1021117",NA,1180
"MO1021160",NA,77
"MO1021175",NA,222
"MO1021221",NA,129
"MO1021304",0,421
"MO1021318",NA,280
"MO1021595",0,0
"MO1024004",NA,749
"MO1024005",NA,400
"MO1024006",4,190
"MO1024007",1,76
"MO1024009",NA,899
"MO1024030",NA,58
"MO1024031",9,97
"MO1024032",NA,46
"MO1024033",NA,388
"MO1024034",NA,359
"MO1024035",NA,264
"MO1024064",NA,494
"MO1024078",NA,39
"MO1024079",0,92
"MO1024110",NA,617
"MO1024111",3,602
"MO1024112",NA,225
"MO1024113",0,82
"MO1024114",NA,1270
"MO1024115",NA,271
"MO1024116",NA,222
"MO1024117",0,334
"MO1024118",NA,661
"MO1024119",0,18
"MO1024142",0,596
"MO1024143",NA,401
