"pwsid","pws_name","primacy_agency","pop_cat_5","population_served_count","service_connections_count","service_area_type","symbology_field","detailed_facility_report","ewg_report_link","epic_area_mi2"
"VT0005629","Winhall Acres","VT","<=500",84,34,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005629&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005629",0.18
"VT0005630","Greensprings","VT","<=500",485,184,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005630&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005630",0.4
"VT0005631","Woods At Killington","VT","<=500",450,109,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005631&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005631",0.36
"VT0005632","Killington Upland Water Co Inc","VT","501-3,300",518,178,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005632&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005632",1.77
"VT0005633","Intervale At Stratton","VT","<=500",241,90,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005633&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005633",0.35
"VT0005635","Winterplace Water System","VT","501-3,300",700,258,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005635&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005635",0.24
"VT0005636","Seasons On Mount Snow","VT","501-3,300",623,235,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005636&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005636",0.17
"VT0005637","Tuckerville Mhp","VT","<=500",60,24,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005637&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005637",0.26
"VT0005638","Chelsea Water System","VT","<=500",450,200,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005638&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005638",0.89
"VT0005640","Country Club Condominium","VT","<=500",80,36,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005640&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005640",0.1
"VT0005645","Evergreen Mhp","VT","<=500",50,19,"Mobile Home Park","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005645&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005645",0
"VT0005646","Village At Eagle Rise","VT","<=500",63,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005646&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005646",0.04
"VT0005647","Fall Line Town Houses","VT","<=500",116,44,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005647&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005647",0.11
"VT0005649","Cold Brook Fd Base Area","VT","501-3,300",761,37,"Recreation Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005649&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005649",1.22
"VT0005650","Birch Hill Water System","VT","<=500",45,14,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005650&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005650",0.15
"VT0005652","Jericho East Home Owners Association","VT","<=500",300,74,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005652&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005652",0.45
"VT0005654","Chimney Hill Colchester","VT","<=500",42,16,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005654&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005654",0.22
"VT0005655","Holbrook Bay Commons","VT","<=500",95,36,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005655&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005655",0.27
"VT0005657","Club Sugarbush Water System","VT","<=500",245,59,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005657&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005657",0.25
"VT0006624","Putney School","VT","<=500",310,48,"School","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0006624&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0006624",1.4
"VT0008300","Central Vermont Medical Center","VT","501-3,300",1528,3,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0008300&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0008300",0.3
"VT0020002","North Harbor","VT","<=500",225,56,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020002&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020002",0.25
"VT0020003","Mountaindale","VT","<=500",48,18,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020003&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020003",0.03
"VT0020031","Vernon Hall","VT","<=500",50,2,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020031",0.17
"VT0020080","South Hero Fire District 4","VT","501-3,300",760,320,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020080&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020080",5.12
"VT0020091","Village At Ormsby Hill Hoa","VT","<=500",52,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020091&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020091",0.27
"VT0020092","Sterling View Cooperative Community Inc","VT","<=500",290,115,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020092&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020092",0.4
"VT0020098","Orchard Commons","VT","<=500",64,11,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020098&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020098",0.08
"VT0020100","Village At Sawmill Farms","VT","<=500",40,13,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020100&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020100",0.12
"VT0020135","Farms At Club Sugarbush","VT","<=500",48,26,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020135&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020135",0.13
"VT0020151","Trailside At Magic Mountain","VT","<=500",150,56,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020151&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020151",1.66
"VT0020153","Ledgewood","VT","<=500",292,48,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020153&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020153",0.1
"VT0020184","Bennington College","VT","501-3,300",1000,43,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020184&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020184",0.93
"VT0020308","Starlake Village Leaseholders Assoc","VT","<=500",50,14,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020308&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020308",0.14
"VT0020333","Malletts Bay Water Co","VT","501-3,300",533,232,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020333&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020333",0.54
"VT0020415","Fairfield Fire District 2","VT","<=500",126,48,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020415&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020415",2.08
"VT0020439","Covered Bridge Highland","VT","<=500",40,16,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020439&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020439",0.08
"VT0020449","Wake Robin Corp","VT","501-3,300",519,280,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020449&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020449",0.43
"VT0020455","Deepwood Park","VT","<=500",90,44,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020455&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020455",0.35
"VT0020456","Kingswood At Mount Snow","VT","<=500",425,113,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020456&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020456",0.46
"VT0020466","Westbury Park","VT","501-3,300",663,253,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020466&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020466",0.52
"VT0020471","Olcott Falls Manor Mhp","VT","<=500",104,40,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020471&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020471",0.11
"VT0020508","Solitude Water System","VT","501-3,300",976,160,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020508&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020508",0.67
"VT0020551","Windemere Mhp","VT","<=500",199,83,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020551&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020551",0.08
"VT0020552","Sterling Spring","VT","<=500",200,71,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020552&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020552",0.12
"VT0020562","North Hero Water System","VT","501-3,300",2750,577,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020562&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020562",14.51
"VT0020568","Derby Line Village Water District","VT","501-3,300",897,675,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020568&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020568",2.48
"VT0020603","Black Mountain Park","VT","<=500",50,29,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020603&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020603",0.09
"VT0020605","Glen Park","VT","<=500",55,21,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020605&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020605",0.06
"VT0020614","Grand Isle Consolidated Water District","VT","501-3,300",1600,730,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020614&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020614",11.68
"VT0020618","Black River Overlook","VT","<=500",66,25,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020618&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020618",0.1
"VT0020722","Mountain View Court","VT","<=500",53,20,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020722&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020722",0.06
"VT0020734","Pownal Fire District 2","VT","<=500",400,94,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020734&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020734",0.69
"VT0020737","Shattuck Hill Mhp","VT","<=500",129,53,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020737&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020737",0.27
"VT0020744","Derby Mhp","VT","<=500",265,101,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020744&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020744",0.18
"VT0020760","East Mountain Mhp","VT","<=500",76,20,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020760&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020760",0.07
"VT0020775","Willows Mhp","VT","<=500",63,24,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020775&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020775",0.08
"VT0020790","Birch Landing Condominium","VT","<=500",82,31,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020790&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020790",0.16
"VT0020791","Applegate Apartments","VT","<=500",273,104,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0020791&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020791",1.26
"VT0020801","White Birches Mhp","VT","<=500",125,50,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020801&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020801",0.12
"VT0020847","Cobb Hill Cohousing Inc","VT","<=500",41,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020847&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020847",0.74
"VT0020855","Colonial Estates Homeowners Assn","VT","<=500",79,30,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0020855&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020855",0.25
"VT0020867","Oak Hill Estates Water System","VT","<=500",52,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020867&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020867",0.26
"VT0020885","Rutland Town Fire District 4","VT","<=500",136,52,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020885&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020885",0.22
"VT0020889","Castleton Fire District 3","VT","<=500",500,312,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020889&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020889",2.01
"VT0020917","Jackson Gore Okemo","VT","501-3,300",1695,5,"Hotel/Motel","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020917&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020917",0.9
"VT0020934","Putney Water System","VT","501-3,300",1300,88,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020934&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020934",1.35
"VT0020962","Butterfield Common Senior Housing","VT","<=500",105,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020962&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020962",0.07
"VT0020986","Huckle Hill Housing","VT","<=500",49,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020986&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020986",0.14
"VT0020990","Dorset Community Housing","VT","<=500",50,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020990&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020990",0.09
"VT0020997","Waitsfield Water Supply","VT","<=500",450,229,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0020997&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0020997",1.5
"VT0021005","Sundance Subdivision","VT","<=500",150,16,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0021005&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0021005",0.09
"VT0021015","Common Pastures Hoa","VT","<=500",69,26,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0021015&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0021015",0.01
"VT0021020","Eastfield Condominium Assn Inc","VT","<=500",63,44,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0021020&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0021020",0.12
"VT0021023","Winterberry Condos","VT","<=500",31,12,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0021023&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0021023",0.11
"VT0021029","Valley Cares Inc","VT","<=500",92,4,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0021029&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0021029",0.1
"VT0021035","Boulder Ridge At Mt Snow","VT","<=500",131,18,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0021035&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0021035",0.15
"VT0021051","Heritage Hill Association","VT","<=500",102,39,"Homeowners Association","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0021051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0021051",0.14
